6.650,0.0086000
6.660,0.017930
6.670,0.027160
6.680,0.036310
6.690,0.045380
6.700,0.054350
6.710,0.063250
6.720,0.072060
6.730,0.080790
6.740,0.089430
6.750,0.098000
6.760,0.10648
6.770,0.11489
6.780,0.12322
6.790,0.13147
6.800,0.13964
6.810,0.14774
6.820,0.15576
6.830,0.16371
6.840,0.17158
6.850,0.17939
6.860,0.18711
6.870,0.19477
6.880,0.20236
6.890,0.20987
6.900,0.21732
6.910,0.22470
6.920,0.23200
6.930,0.23925
6.940,0.24642
6.950,0.25353
6.960,0.26057
6.970,0.26755
6.980,0.27446
6.990,0.28131
7.000,0.28810
7.010,0.29483
7.020,0.30149
7.030,0.30809
7.040,0.31463
7.050,0.32111
7.060,0.32754
7.070,0.33390
7.080,0.34020
7.090,0.34645
7.100,0.35264
7.110,0.35878
7.120,0.36485
7.130,0.37088
7.140,0.37684
7.150,0.38276
7.160,0.38861
7.170,0.39442
7.180,0.40017
7.190,0.40587
7.200,0.41152
7.210,0.41712
7.220,0.42266
7.230,0.42816
7.240,0.43361
7.250,0.43900
7.260,0.44435
7.270,0.44965
7.280,0.45490
7.290,0.46010
7.300,0.46526
7.310,0.47037
7.320,0.47543
7.330,0.48045
7.340,0.48542
7.350,0.49035
7.360,0.49523
7.370,0.50007
7.380,0.50487
7.390,0.50962
7.400,0.51433
7.410,0.51900
7.420,0.52362
7.430,0.52820
7.440,0.53275
7.450,0.53725
7.460,0.54171
7.470,0.54613
7.480,0.55051
7.490,0.55485
7.500,0.55915
7.510,0.56341
7.520,0.56764
7.530,0.57183
7.540,0.57598
7.550,0.58009
7.560,0.58417
7.570,0.58821
7.580,0.59221
7.590,0.59618
7.600,0.60011
7.610,0.60400
7.620,0.60787
7.630,0.61169
7.640,0.61549
7.650,0.61925
7.660,0.62297
7.670,0.62666
7.680,0.63032
7.690,0.63395
7.700,0.63754
7.710,0.64111
7.720,0.64464
7.730,0.64814
7.740,0.65160
7.750,0.65504
7.760,0.65845
7.770,0.66182
7.780,0.66517
7.790,0.66848
7.800,0.67177
7.810,0.67503
7.820,0.67826
7.830,0.68145
7.840,0.68463
7.850,0.68777
7.860,0.69088
7.870,0.69397
7.880,0.69703
7.890,0.70006
7.900,0.70307
7.910,0.70605
7.920,0.70900
7.930,0.71193
7.940,0.71483
7.950,0.71770
7.960,0.72055
7.970,0.72337
7.980,0.72617
7.990,0.72894
8.000,0.73169
8.010,0.73442
8.020,0.73712
8.030,0.73980
8.040,0.74245
8.050,0.74508
8.060,0.74768
8.070,0.75027
8.080,0.75283
8.090,0.75536
8.100,0.75788
8.110,0.76037
8.120,0.76284
8.130,0.76529
8.140,0.76772
8.150,0.77012
8.160,0.77250
8.170,0.77487
8.180,0.77721
8.190,0.77953
8.200,0.78183
8.210,0.78411
8.220,0.78637
8.230,0.78861
8.240,0.79083
8.250,0.79303
8.260,0.79521
8.270,0.79737
8.280,0.79952
8.290,0.80164
