4.270,0.0041900
4.280,0.015870
4.290,0.027410
4.300,0.038810
4.310,0.050070
4.320,0.061200
4.330,0.072190
4.340,0.083060
4.350,0.093790
4.360,0.10439
4.370,0.11487
4.380,0.12522
4.390,0.13545
4.400,0.14556
4.410,0.15555
4.420,0.16541
4.430,0.17517
4.440,0.18480
4.450,0.19433
4.460,0.20374
4.470,0.21304
4.480,0.22223
4.490,0.23131
4.500,0.24028
4.510,0.24915
4.520,0.25792
4.530,0.26659
4.540,0.27515
4.550,0.28361
4.560,0.29198
4.570,0.30024
4.580,0.30841
4.590,0.31649
4.600,0.32447
4.610,0.33236
4.620,0.34016
4.630,0.34787
4.640,0.35549
4.650,0.36302
4.660,0.37047
4.670,0.37783
4.680,0.38511
4.690,0.39230
4.700,0.39941
4.710,0.40643
4.720,0.41338
4.730,0.42025
4.740,0.42704
4.750,0.43375
4.760,0.44039
4.770,0.44695
4.780,0.45344
4.790,0.45985
4.800,0.46619
4.810,0.47246
4.820,0.47865
4.830,0.48478
4.840,0.49084
4.850,0.49683
4.860,0.50275
4.870,0.50860
4.880,0.51439
4.890,0.52012
4.900,0.52578
4.910,0.53137
4.920,0.53690
4.930,0.54238
4.940,0.54779
4.950,0.55314
4.960,0.55843
4.970,0.56366
4.980,0.56883
4.990,0.57394
5.000,0.57900
5.010,0.58400
5.020,0.58895
5.030,0.59384
5.040,0.59868
5.050,0.60346
5.060,0.60819
5.070,0.61287
5.080,0.61749
5.090,0.62207
5.100,0.62659
5.110,0.63107
5.120,0.63549
5.130,0.63987
5.140,0.64420
5.150,0.64848
5.160,0.65271
5.170,0.65690
5.180,0.66104
5.190,0.66513
5.200,0.66918
5.210,0.67319
5.220,0.67715
5.230,0.68107
5.240,0.68495
5.250,0.68878
5.260,0.69257
5.270,0.69632
5.280,0.70003
5.290,0.70370
5.300,0.70733
5.310,0.71092
5.320,0.71447
5.330,0.71798
5.340,0.72146
5.350,0.72489
5.360,0.72829
5.370,0.73165
5.380,0.73498
5.390,0.73827
5.400,0.74152
5.410,0.74474
5.420,0.74792
5.430,0.75107
5.440,0.75419
5.450,0.75727
5.460,0.76031
5.470,0.76333
5.480,0.76631
5.490,0.76926
5.500,0.77218
5.510,0.77507
5.520,0.77792
5.530,0.78075
5.540,0.78354
5.550,0.78631
5.560,0.78904
5.570,0.79175
5.580,0.79443
5.590,0.79707
5.600,0.79969
5.610,0.80228
5.620,0.80485
5.630,0.80738
5.640,0.80989
5.650,0.81237
5.660,0.81483
5.670,0.81726
5.680,0.81966
5.690,0.82204
5.700,0.82439
5.710,0.82672
5.720,0.82902
5.730,0.83129
5.740,0.83355
5.750,0.83578
5.760,0.83798
5.770,0.84016
5.780,0.84232
5.790,0.84445
5.800,0.84657
5.810,0.84865
5.820,0.85072
5.830,0.85277
5.840,0.85479
5.850,0.85679
5.860,0.85877
5.870,0.86073
5.880,0.86267
5.890,0.86459
5.900,0.86648
5.910,0.86836
5.920,0.87022
5.930,0.87205
5.940,0.87387
5.950,0.87567
5.960,0.87745
5.970,0.87921
5.980,0.88095
5.990,0.88267
6.000,0.88437
6.010,0.88606
6.020,0.88773
6.030,0.88938
6.040,0.89101
6.050,0.89262
6.060,0.89422
6.070,0.89580
6.080,0.89737
6.090,0.89891
6.100,0.90045
6.110,0.90196
6.120,0.90346
6.130,0.90494
6.140,0.90641
6.150,0.90786
6.160,0.90929
6.170,0.91071
6.180,0.91212
6.190,0.91351
6.200,0.91488
6.210,0.91624
6.220,0.91759
6.230,0.91892
6.240,0.92024
6.250,0.92154
6.260,0.92283
6.270,0.92410
6.280,0.92536
6.290,0.92661
6.300,0.92785
6.310,0.92907
6.320,0.93028
6.330,0.93147
6.340,0.93265
6.350,0.93382
6.360,0.93498
6.370,0.93612
6.380,0.93724
6.390,0.93834
6.400,0.93943
6.410,0.94049
6.420,0.94154
6.430,0.94257
6.440,0.94358
6.450,0.94458
6.460,0.94555
6.470,0.94652
6.480,0.94746
6.490,0.94839
6.500,0.94931
6.510,0.95020
6.520,0.95109
6.530,0.95196
6.540,0.95281
6.550,0.95365
6.560,0.95448
6.570,0.95529
6.580,0.95609
6.590,0.95687
6.600,0.95764
6.610,0.95840
6.620,0.95914
6.630,0.95988
6.640,0.96060
6.650,0.96130
6.660,0.96200
6.670,0.96268
6.680,0.96336
6.690,0.96402
6.700,0.96467
6.710,0.96531
6.720,0.96593
6.730,0.96655
6.740,0.96716
6.750,0.96775
6.760,0.96834
6.770,0.96891
6.780,0.96948
6.790,0.97004
6.800,0.97058
6.810,0.97112
6.820,0.97165
6.830,0.97217
6.840,0.97268
6.850,0.97318
6.860,0.97367
6.870,0.97416
6.880,0.97463
6.890,0.97510
6.900,0.97556
6.910,0.97601
6.920,0.97646
6.930,0.97689
6.940,0.97732
6.950,0.97774
6.960,0.97816
6.970,0.97856
6.980,0.97896
6.990,0.97936
7.000,0.97974
7.010,0.98012
7.020,0.98049
7.030,0.98086
7.040,0.98122
7.050,0.98157
7.060,0.98192
7.070,0.98226
7.080,0.98260
7.090,0.98292
7.100,0.98325
7.110,0.98357
7.120,0.98388
7.130,0.98418
7.140,0.98449
7.150,0.98478
7.160,0.98507
7.170,0.98536
7.180,0.98564
7.190,0.98591
7.200,0.98618
7.210,0.98645
7.220,0.98671
7.230,0.98697
7.240,0.98722
7.250,0.98746
7.260,0.98771
7.270,0.98795
7.280,0.98818
7.290,0.98841
7.300,0.98863
7.310,0.98886
7.320,0.98907
7.330,0.98929
7.340,0.98950
7.350,0.98970
7.360,0.98991
7.370,0.99010
7.380,0.99030
7.390,0.99049
7.400,0.99068
7.410,0.99086
7.420,0.99104
7.430,0.99122
7.440,0.99140
7.450,0.99157
7.460,0.99174
7.470,0.99190
7.480,0.99206
7.490,0.99222
7.500,0.99238
7.510,0.99253
